ESTIMATIVAS DA POPULAÇÃO RESIDENTE NOS MUNICÍPIOS BRASILEIROS COM DATA DE REFERÊNCIA EM 1º DE JULHO DE 2014,,,,,
UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,
PB,25,02052,Bernardino Batista,"3,312",
PB,25,02102,Boa Ventura,"5,540",
PB,25,02151,Boa Vista,"6,779",
PB,25,02201,Bom Jesus,"2,514",
PB,25,02300,Bom Sucesso,"5,025",
PB,25,02409,Bonito de Santa Fé,"11,549",
PB,25,02508,Boqueirão,"17,530",
PB,25,02706,Borborema,"5,332",
PB,25,02805,Brejo do Cruz,"13,790",
PB,25,02904,Brejo dos Santos,"6,389",
PB,25,03001,Caaporã,"21,387",
PB,25,03100,Cabaceiras,"5,386",
PB,25,03209,Cabedelo,"64,360",
PB,25,03308,Cachoeira dos Índios,"10,034",
PB,25,03407,Cacimba de Areia,"3,693",
PB,25,03506,Cacimba de Dentro,"17,145",
PB,25,03555,Cacimbas,"7,075",
PB,25,03605,Caiçara,"7,298",
PB,25,03704,Cajazeiras,"61,030",
PB,25,03753,Cajazeirinhas,"3,148",
PB,25,03803,Caldas Brandão,"5,903",
PB,25,03902,Camalaú,"5,945",
PB,25,04009,Campina Grande,"402,912",
PB,25,04033,Capim,"6,206",
PB,25,04074,Caraúbas,"4,085",
PB,25,04108,Carrapateira,"2,566",
PB,25,04157,Casserengue,"7,350",
PB,25,04207,Catingueira,"4,912",
PB,25,04306,Catolé do Rocha,"29,990",
PB,25,04355,Caturité,"4,747",
PB,25,04405,Conceição,"18,816",
PB,25,04504,Condado,"6,722",
PB,25,04603,Conde,"23,554",
PB,25,04702,Congo,"4,775",
PB,25,04801,Coremas,"15,400",
PB,25,04850,Coxixola,"1,874",
PB,25,04900,Cruz do Espírito Santo,"17,028",
PB,25,05006,Cubati,"7,150",
PB,25,05105,Cuité,"20,312",
PB,25,05238,Cuité de Mamanguape,"6,331",
PB,25,05204,Cuitegi,"6,867",
PB,25,05279,Curral de Cima,"5,252",
PB,25,05303,Curral Velho,"2,526",
PB,25,05352,Damião,"5,195",
PB,25,05402,Desterro,"8,225",
PB,25,05600,Diamante,"6,613",
PB,25,05709,Dona Inês,"10,495",
PB,25,05808,Duas Estradas,"3,631",
PB,25,05907,Emas,"3,463",
PB,25,06004,Esperança,"32,530",
PB,25,06103,Fagundes,"11,413",
PB,25,06202,Frei Martinho,"2,984",
PB,25,06251,Gado Bravo,"8,458",
PB,25,06301,Guarabira,"57,780",
PB,25,06400,Gurinhém,"14,107",
PB,25,06509,Gurjão,"3,344",
PB,25,06608,Ibiara,"6,000",
PB,25,02607,Igaracy,"6,200",
PB,25,06707,Imaculada,"11,705",
PB,25,06806,Ingá,"17,978",
PB,25,06905,Itabaiana,"24,613",
PB,25,07002,Itaporanga,"24,317",
PB,25,07101,Itapororoca,"18,129",
PB,25,07200,Itatuba,"10,666",
PB,25,07309,Jacaraú,"14,283",
PB,25,07408,Jericó,"7,703",
PB,25,07507,João Pessoa,"780,738",
PB,25,13653,Joca Claudino,"2,675",
PB,25,07606,Juarez Távora,"7,797",
PB,25,07705,Juazeirinho,"17,737",
PB,25,07804,Junco do Seridó,"6,995",
PB,25,07903,Juripiranga,"10,616",
PB,25,08000,Juru,"9,906",
PB,25,08109,Lagoa,"4,698",
PB,25,08208,Lagoa de Dentro,"7,592",
PB,25,08307,Lagoa Seca,"26,950",
PB,25,08406,Lastro,"2,787",
PB,25,08505,Livramento,"7,338",
PB,25,08554,Logradouro,"4,206",
PB,25,08604,Lucena,"12,635",
PB,25,08703,Mãe d'Água,"4,035",
PB,25,08802,Malta,"5,675",
PB,25,08901,Mamanguape,"44,030",
PB,25,09008,Manaíra,"11,037",
PB,25,09057,Marcação,"8,241",
PB,25,09107,Mari,"21,703",
PB,25,09156,Marizópolis,"6,473",
PB,25,09206,Massaranduba,"13,548",
PB,25,09305,Mataraca,"8,088",
PB,25,09339,Matinhas,"4,475",
PB,25,09370,Mato Grosso,"2,845",
PB,25,09396,Maturéia,"6,363",
PB,25,09404,Mogeiro,"13,333",
PB,25,09503,Montadas,"5,441",
PB,25,09602,Monte Horebe,"4,724",
PB,25,09701,Monteiro,"32,498",
PB,25,09800,Mulungu,"9,796",
PB,25,09909,Natuba,"10,445",
PB,25,10006,Nazarezinho,"7,330",
PB,25,10105,Nova Floresta,"10,655",
PB,25,10204,Nova Olinda,"6,028",
PB,25,10303,Nova Palmeira,"4,717",
PB,25,10402,Olho d'Água,"6,716",
PB,25,10501,Olivedos,"3,843",
PB,25,10600,Ouro Velho,"3,013",
PB,25,10659,Parari,"1,809",
PB,25,10709,Passagem,"2,361",
PB,25,10808,Patos,"105,531",
PB,25,10907,Paulista,"12,167",
PB,25,11004,Pedra Branca,"3,791",
PB,25,11103,Pedra Lavrada,"7,907",
PB,25,11202,Pedras de Fogo,"28,174",
PB,25,12721,Pedro Régis,"5,999",
PB,25,11301,Piancó,"15,929",
PB,25,11400,Picuí,"18,634",
PB,25,11509,Pilar,"11,705",
PB,25,11608,Pilões,"6,793",
PB,25,11707,Pilõezinhos,"5,138",
PB,25,11806,Pirpirituba,"10,540",
PB,25,11905,Pitimbu,"18,422",
PB,25,12002,Pocinhos,"18,087",
PB,25,12036,Poço Dantas,"3,783",
PB,25,12077,Poço de José de Moura,"4,206",
PB,25,12101,Pombal,"32,684",
PB,25,12200,Prata,"4,072",
PB,25,12309,Princesa Isabel,"22,734",
PB,25,12408,Puxinanã,"13,473",
PB,25,12507,Queimadas,"42,884",
PB,25,12606,Quixabá,"1,868",
PB,25,12705,Remígio,"18,922",
PB,25,12747,Riachão,"3,490",
PB,25,12754,Riachão do Bacamarte,"4,448",
PB,25,12762,Riachão do Poço,"4,401",
PB,25,12788,Riacho de Santo Antônio,"1,890",
PB,25,12804,Riacho dos Cavalos,"8,538",
PB,25,12903,Rio Tinto,"23,955",
PB,25,13000,Salgadinho,"3,813",
PB,25,13109,Salgado de São Félix,"12,144",
PB,25,13158,Santa Cecília,"6,596",
PB,25,13208,Santa Cruz,"6,576",
PB,25,13307,Santa Helena,"5,933",
PB,25,13356,Santa Inês,"3,593",
PB,25,13406,Santa Luzia,"15,213",
PB,25,13703,Santa Rita,"133,927",
PB,25,13802,Santa Teresinha,"4,601",
PB,25,13505,Santana de Mangueira,"5,257",
PB,25,13604,Santana dos Garrotes,"7,160",
PB,25,13851,Santo André,"2,553",
PB,25,13927,São Bentinho,"4,404",
PB,25,13901,São Bento,"33,065",
PB,25,13968,São Domingos de Pombal,"3,031",
PB,25,13943,São Domingos do Cariri,"2,543",
PB,25,13984,São Francisco,"3,382",
PB,25,14008,São João do Cariri,"4,337",
PB,25,00700,São João do Rio do Peixe,"17,923",
PB,25,14107,São João do Tigre,"4,437",
PB,25,14206,São José da Lagoa Tapada,"7,675",
PB,25,14305,São José de Caiana,"6,206",
PB,25,14404,São José de Espinharas,"4,711",
PB,25,14503,São José de Piranhas,"19,846",
PB,25,14552,São José de Princesa,"4,015",
PB,25,14602,São José do Bonfim,"3,452",
PB,25,14651,São José do Brejo do Cruz,"1,767",
PB,25,14701,São José do Sabugi,"4,114",
PB,25,14800,São José dos Cordeiros,"3,739",
PB,25,14453,São José dos Ramos,"5,817",
PB,25,14909,São Mamede,"7,774",
PB,25,15005,São Miguel de Taipu,"7,026",
PB,25,15104,São Sebastião de Lagoa de Roça,"11,588",
PB,25,15203,São Sebastião do Umbuzeiro,"3,411",
PB,25,15302,Sapé,"51,964",
PB,25,15401,Seridó,"10,803",
PB,25,15500,Serra Branca,"13,488",
PB,25,15609,Serra da Raiz,"3,172",
PB,25,15708,Serra Grande,"3,067",
PB,25,15807,Serra Redonda,"7,071",
PB,25,15906,Serraria,"6,185",
PB,25,15930,Sertãozinho,"4,811",
PB,25,15971,Sobrado,"7,669",
PB,25,16003,Solânea,"26,925",
PB,25,16102,Soledade,"14,569",
PB,25,16151,Sossêgo,"3,427",
PB,25,16201,Sousa,"68,434",
PB,25,16300,Sumé,"16,691",
PB,25,16409,Tacima,"10,745",
PB,25,16508,Taperoá,"15,284",
PB,25,16607,Tavares,"14,518",
PB,25,16706,Teixeira,"14,859",
PB,25,16755,Tenório,"2,981",
PB,25,16805,Triunfo,"9,429",
PB,25,16904,Uiraúna,"15,147",
PB,25,17001,Umbuzeiro,"9,874",
PB,25,17100,Várzea,"2,709",
PB,25,17209,Vieirópolis,"5,262",
PB,25,05501,Vista Serrana,"3,710",
PB,25,17407,Zabelê,"2,189",
PE,26,00054,Abreu e Lima,"98,201",
PE,26,00104,Afogados da Ingazeira,"36,547",
PE,26,00203,Afrânio,"18,831",
PE,26,00302,Agrestina,"24,052",
PE,26,00401,Água Preta,"35,344",
PE,26,00500,Águas Belas,"42,291",
PE,26,00609,Alagoinha,"14,250",
PE,26,00708,Aliança,"38,248",
PE,26,00807,Altinho,"22,865",
PE,26,00906,Amaraji,"22,600",
PE,26,01003,Angelim,"10,795",
PE,26,01052,Araçoiaba,"19,579",
PE,26,01102,Araripina,"82,298",
PE,26,01201,Arcoverde,"72,672",
PE,26,01300,Barra de Guabiraba,"13,808",
PE,26,01409,Barreiros,"42,105",
PE,26,01508,Belém de Maria,"11,833",
PE,26,01607,Belém de São Francisco,"20,678",
PE,26,01706,Belo Jardim,"75,186",
PE,26,01805,Betânia,"12,487",
PE,26,01904,Bezerros,"60,301",
PE,26,02001,Bodocó,"37,054",
PE,26,02100,Bom Conselho,"47,520",
PE,26,02209,Bom Jardim,"38,871",
PE,26,02308,Bonito,"38,122",
PE,26,02407,Brejão,"8,997",
PE,26,02506,Brejinho,"7,464",
PE,26,02605,Brejo da Madre de Deus,"48,541",
PE,26,02704,Buenos Aires,"12,974",
PE,26,02803,Buíque,"55,905",
PE,26,02902,Cabo de Santo Agostinho,"198,383",
PE,26,03009,Cabrobó,"32,927",
PE,26,03108,Cachoeirinha,"19,814",
PE,26,03207,Caetés,"27,959",
PE,26,03306,Calçado,"11,179",
PE,26,03405,Calumbi,"5,749",
PE,26,03454,Camaragibe,"152,840",
PE,26,03504,Camocim de São Félix,"18,138",
PE,26,03603,Camutanga,"8,428",
PE,26,03702,Canhotinho,"24,877",
PE,26,03801,Capoeiras,"20,000",
PE,26,03900,Carnaíba,"19,253",
PE,26,03926,Carnaubeira da Penha,"12,496",
PE,26,04007,Carpina,"80,194",
PE,26,04106,Caruaru,"342,328",
PE,26,04155,Casinhas,"14,189",
PE,26,04205,Catende,"40,857",
PE,26,04304,Cedro,"11,421",
PE,26,04403,Chã de Alegria,"13,105",
PE,26,04502,Chã Grande,"21,142",
PE,26,04601,Condado,"25,632",
PE,26,04700,Correntes,"17,901",
PE,26,04809,Cortês,"12,624",
PE,26,04908,Cumaru,"13,960",
PE,26,05004,Cupira,"23,769",
PE,26,05103,Custódia,"35,884",
PE,26,05152,Dormentes,"18,126",
PE,26,05202,Escada,"66,907",
PE,26,05301,Exu,"32,001",
PE,26,05400,Feira Nova,"21,579",
PE,26,05459,Fernando de Noronha,"2,884",
PE,26,05509,Ferreiros,"11,904",
PE,26,05608,Flores,"22,599",
PE,26,05707,Floresta,"31,454",
PE,26,05806,Frei Miguelinho,"15,036",
PE,26,05905,Gameleira,"29,829",
PE,26,06002,Garanhuns,"136,057",
PE,26,06101,Glória do Goitá,"30,111",
PE,26,06200,Goiana,"78,287",
PE,26,06309,Granito,"7,251",
PE,26,06408,Gravatá,"81,182",
PE,26,06507,Iati,"18,962",
PE,26,06606,Ibimirim,"28,403",
PE,26,06705,Ibirajuba,"7,719",
PE,26,06804,Igarassu,"110,917",
PE,26,06903,Iguaraci,"12,117",
PE,26,07604,Ilha de Itamaracá,"24,413",
PE,26,07000,Inajá,"21,475",
PE,26,07109,Ingazeira,"4,563",
PE,26,07208,Ipojuca,"89,660",
PE,26,07307,Ipubi,"29,338",
PE,26,07406,Itacuruba,"4,700",
PE,26,07505,Itaíba,"26,462",
PE,26,07653,Itambé,"36,256",
PE,26,07703,Itapetim,"13,855",
PE,26,07752,Itapissuma,"25,514",
PE,26,07802,Itaquitinga,"16,696",
PE,26,07901,Jaboatão dos Guararapes,"680,943",
PE,26,07950,Jaqueira,"11,680",
PE,26,08008,Jataúba,"16,770",
PE,26,08057,Jatobá,"14,526",
PE,26,08107,João Alfredo,"32,651",
PE,26,08206,Joaquim Nabuco,"16,038",
PE,26,08255,Jucati,"11,133",
PE,26,08305,Jupi,"14,427",
PE,26,08404,Jurema,"15,112",
PE,26,08453,Lagoa do Carro,"17,247",
PE,26,08503,Lagoa do Itaenga,"21,244",
PE,26,08602,Lagoa do Ouro,"12,777",
PE,26,08701,Lagoa dos Gatos,"16,131",
PE,26,08750,Lagoa Grande,"24,475",
PE,26,08800,Lajedo,"38,898",
PE,26,08909,Limoeiro,"56,336",
PE,26,09006,Macaparana,"24,904",
PE,26,09105,Machados,"15,046",
PE,26,09154,Manari,"19,910",
PE,26,09204,Maraial,"11,858",
PE,26,09303,Mirandiba,"15,008",
PE,26,14303,Moreilândia,"11,245",
PE,26,09402,Moreno,"60,435",
PE,26,09501,Nazaré da Mata,"31,951",
PE,26,09600,Olinda,"388,821",
PE,26,09709,Orobó,"23,608",
PE,26,09808,Orocó,"14,261",
PE,26,09907,Ouricuri,"67,098",
PE,26,10004,Palmares,"62,020",
PE,26,10103,Palmeirina,"8,078",
PE,26,10202,Panelas,"26,490",
PE,26,10301,Paranatama,"11,449",
PE,26,10400,Parnamirim,"21,093",
PE,26,10509,Passira,"29,031",
PE,26,10608,Paudalho,"54,547",
PE,26,10707,Paulista,"319,769",
PE,26,10806,Pedra,"21,609",
PE,26,10905,Pesqueira,"65,770",
PE,26,11002,Petrolândia,"34,939",
PE,26,11101,Petrolina,"326,017",
PE,26,11200,Poção,"11,263",
PE,26,11309,Pombos,"26,779",
PE,26,11408,Primavera,"14,358",
PE,26,11507,Quipapá,"25,381",
PE,26,11533,Quixaba,"6,835",
PE,26,11606,Recife,"1,608,488",
PE,26,11705,Riacho das Almas,"20,064",
PE,26,11804,Ribeirão,"46,433",
PE,26,11903,Rio Formoso,"23,078",
PE,26,12000,Sairé,"10,633",
PE,26,12109,Salgadinho,"10,252",
PE,26,12208,Salgueiro,"59,409",
PE,26,12307,Saloá,"15,722",
PE,26,12406,Sanharó,"24,556",
PE,26,12455,Santa Cruz,"14,675",
PE,26,12471,Santa Cruz da Baixa Verde,"12,308",
PE,26,12505,Santa Cruz do Capibaribe,"99,232",
PE,26,12554,Santa Filomena,"14,076",
PE,26,12604,Santa Maria da Boa Vista,"41,103",
PE,26,12703,Santa Maria do Cambucá,"13,728",
PE,26,12802,Santa Terezinha,"11,571",
PE,26,12901,São Benedito do Sul,"15,105",
PE,26,13008,São Bento do Una,"57,046",
PE,26,13107,São Caitano,"36,626",
PE,26,13206,São João,"22,284",
PE,26,13305,São Joaquim do Monte,"21,126",
PE,26,13404,São José da Coroa Grande,"20,005",
PE,26,13503,São José do Belmonte,"33,610",
PE,26,13602,São José do Egito,"33,188",
PE,26,13701,São Lourenço da Mata,"109,298",
PE,26,13800,São Vicente Ferrer,"17,688",
PE,26,13909,Serra Talhada,"83,712",
PE,26,14006,Serrita,"18,985",
PE,26,14105,Sertânia,"35,207",
PE,26,14204,Sirinhaém,"43,620",
PE,26,14402,Solidão,"5,934",
PE,26,14501,Surubim,"62,530",
PE,26,14600,Tabira,"27,778",
PE,26,14709,Tacaimbó,"12,912",
PE,26,14808,Tacaratu,"24,236",
PE,26,14857,Tamandaré,"22,323",
PE,26,15003,Taquaritinga do Norte,"27,188",
PE,26,15102,Terezinha,"7,025",
PE,26,15201,Terra Nova,"10,052",
PE,26,15300,Timbaúba,"53,844",
PE,26,15409,Toritama,"41,035",
PE,26,15508,Tracunhaém,"13,547",
PE,26,15607,Trindade,"29,182",
PE,26,15706,Triunfo,"15,264",
PE,26,15805,Tupanatinga,"26,172",
PE,26,15904,Tuparetama,"8,139",
PE,26,16001,Venturosa,"17,666",
PE,26,16100,Verdejante,"9,430",
PE,26,16183,Vertente do Lério,"7,802",
PE,26,16209,Vertentes,"19,720",
PE,26,16308,Vicência,"32,014",
PE,26,16407,Vitória de Santo Antão,"134,871",
PE,26,16506,Xexéu,"14,549",
AL,27,00102,Água Branca,"20,601",
AL,27,00201,Anadia,"17,972",
AL,27,00300,Arapiraca,"229,329",
AL,27,00409,Atalaia,"47,052",
AL,27,00508,Barra de Santo Antônio,"15,565",
AL,27,00607,Barra de São Miguel,"8,191",
AL,27,00706,Batalha,"18,353",
AL,27,00805,Belém,"4,659",
AL,27,00904,Belo Monte,"6,763",
AL,27,01001,Boca da Mata,"27,185",
AL,27,01100,Branquinha,"10,783",
AL,27,01209,Cacimbinhas,"10,775",
AL,27,01308,Cajueiro,"21,261",
AL,27,01357,Campestre,"6,952",
AL,27,01407,Campo Alegre,"55,814",
AL,27,01506,Campo Grande,"9,646",
AL,27,01605,Canapi,"17,973",
AL,27,01704,Capela,"17,591",
AL,27,01803,Carneiros,"8,867",
AL,27,01902,Chã Preta,"7,417",
AL,27,02009,Coité do Nóia,"11,049",
AL,27,02108,Colônia Leopoldina,"21,477",
AL,27,02207,Coqueiro Seco,"5,844",
AL,27,02306,Coruripe,"56,153",
AL,27,02355,Craíbas,"24,166",
AL,27,02405,Delmiro Gouveia,"51,349",
AL,27,02504,Dois Riachos,"11,229",
AL,27,02553,Estrela de Alagoas,"18,198",
AL,27,02603,Feira Grande,"22,406",
AL,27,02702,Feliz Deserto,"4,714",
AL,27,02801,Flexeiras,"12,890",
AL,27,02900,Girau do Ponciano,"40,100",
AL,27,03007,Ibateguara,"15,783",
AL,27,03106,Igaci,"26,060",
AL,27,03205,Igreja Nova,"24,455",
AL,27,03304,Inhapi,"18,535",
AL,27,03403,Jacaré dos Homens,"5,469",
AL,27,03502,Jacuípe,"7,177",
AL,27,03601,Japaratinga,"8,294",
AL,27,03700,Jaramataia,"5,706",
AL,27,03759,Jequiá da Praia,"11,918",
AL,27,03809,Joaquim Gomes,"23,941",
AL,27,03908,Jundiá,"4,253",
AL,27,04005,Junqueiro,"25,078",
AL,27,04104,Lagoa da Canoa,"18,437",
AL,27,04203,Limoeiro de Anadia,"28,439",
AL,27,04302,Maceió,"1,005,319",
AL,27,04401,Major Isidoro,"19,963",
AL,27,04906,Mar Vermelho,"3,674",
AL,27,04500,Maragogi,"31,748",
AL,27,04609,Maravilha,"9,962",
AL,27,04708,Marechal Deodoro,"50,512",
AL,27,04807,Maribondo,"13,719",
AL,27,05002,Mata Grande,"25,659",
AL,27,05101,Matriz de Camaragibe,"25,006",
AL,27,05200,Messias,"17,350",
AL,27,05309,Minador do Negrão,"5,432",
AL,27,05408,Monteirópolis,"7,230",
AL,27,05507,Murici,"28,201",
AL,27,05606,Novo Lino,"12,583",
AL,27,05705,Olho d'Água das Flores,"21,572",
AL,27,05804,Olho d'Água do Casado,"9,209",
AL,27,05903,Olho d'Água Grande,"5,169",
AL,27,06000,Olivença,"11,643",
AL,27,06109,Ouro Branco,"11,484",
AL,27,06208,Palestina,"4,970",
AL,27,06307,Palmeira dos Índios,"73,725",
AL,27,06406,Pão de Açúcar,"24,924",
AL,27,06422,Pariconha,"10,688",
AL,27,06448,Paripueira,"12,687",
AL,27,06505,Passo de Camaragibe,"15,396",
AL,27,06604,Paulo Jacinto,"7,683",
AL,27,06703,Penedo,"63,842",
AL,27,06802,Piaçabuçu,"17,977",
AL,27,06901,Pilar,"35,153",
AL,27,07008,Pindoba,"2,958",
AL,27,07107,Piranhas,"24,759",
AL,27,07206,Poço das Trincheiras,"14,449",
AL,27,07305,Porto Calvo,"27,171",
AL,27,07404,Porto de Pedras,"8,253",
AL,27,07503,Porto Real do Colégio,"20,138",
AL,27,07602,Quebrangulo,"11,644",
AL,27,07701,Rio Largo,"75,267",
AL,27,07800,Roteiro,"6,819",
AL,27,07909,Santa Luzia do Norte,"7,292",
AL,27,08006,Santana do Ipanema,"47,593",
AL,27,08105,Santana do Mundaú,"11,070",
AL,27,08204,São Brás,"7,020",
AL,27,08303,São José da Laje,"23,950",
AL,27,08402,São José da Tapera,"32,075",
AL,27,08501,São Luís do Quitunde,"34,436",
AL,27,08600,São Miguel dos Campos,"59,830",
AL,27,08709,São Miguel dos Milagres,"7,795",
AL,27,08808,São Sebastião,"34,024",
AL,27,08907,Satuba,"13,241",
AL,27,08956,Senador Rui Palmeira,"13,839",
AL,27,09004,Tanque d'Arca,"6,346",
AL,27,09103,Taquarana,"19,856",
AL,27,09152,Teotônio Vilela,"43,895",
AL,27,09202,Traipu,"27,648",
AL,27,09301,União dos Palmares,"65,764",
AL,27,09400,Viçosa,"26,249",
SE,28,00100,Amparo de São Francisco,"2,366",
SE,28,00209,Aquidabã,"21,170",
SE,28,00308,Aracaju,"623,766",
SE,28,00407,Arauá,"10,684",
SE,28,00506,Areia Branca,"17,996",
SE,28,00605,Barra dos Coqueiros,"28,093",
SE,28,00670,Boquim,"26,640",
SE,28,00704,Brejo Grande,"8,165",
SE,28,01009,Campo do Brito,"17,727",
SE,28,01108,Canhoba,"4,057",
SE,28,01207,Canindé de São Francisco,"27,714",
SE,28,01306,Capela,"33,024",
SE,28,01405,Carira,"21,299",
SE,28,01504,Carmópolis,"15,283",
SE,28,01603,Cedro de São João,"5,868",
SE,28,01702,Cristinápolis,"17,726",
SE,28,01900,Cumbe,"3,970",
SE,28,02007,Divina Pastora,"4,804",
SE,28,02106,Estância,"67,953",
SE,28,02205,Feira Nova,"5,551",
SE,28,02304,Frei Paulo,"14,890",
SE,28,02403,Gararu,"11,718",
SE,28,02502,General Maynard,"3,188",
SE,28,02601,Gracho Cardoso,"5,836",
SE,28,02700,Ilha das Flores,"8,589",
SE,28,02809,Indiaroba,"17,165",
SE,28,02908,Itabaiana,"92,732",
SE,28,03005,Itabaianinha,"41,116",
SE,28,03104,Itabi,"5,032",
SE,28,03203,Itaporanga d'Ajuda,"32,911",
SE,28,03302,Japaratuba,"18,098",
SE,28,03401,Japoatã,"13,249",
SE,28,03500,Lagarto,"101,305",
SE,28,03609,Laranjeiras,"28,835",
SE,28,03708,Macambira,"6,774",
SE,28,03807,Malhada dos Bois,"3,632",
SE,28,03906,Malhador,"12,550",
SE,28,04003,Maruim,"17,076",
SE,28,04102,Moita Bonita,"11,372",
SE,28,04201,Monte Alegre de Sergipe,"14,685",
SE,28,04300,Muribeca,"7,620",
SE,28,04409,Neópolis,"18,961",
SE,28,04458,Nossa Senhora Aparecida,"8,809",
SE,28,04508,Nossa Senhora da Glória,"35,268",
SE,28,04607,Nossa Senhora das Dores,"26,042",
SE,28,04706,Nossa Senhora de Lourdes,"6,475",
SE,28,04805,Nossa Senhora do Socorro,"174,974",
SE,28,04904,Pacatuba,"14,032",
SE,28,05000,Pedra Mole,"3,170",
SE,28,05109,Pedrinhas,"9,374",
SE,28,05208,Pinhão,"6,380",
SE,28,05307,Pirambu,"8,971",
SE,28,05406,Poço Redondo,"33,358",
SE,28,05505,Poço Verde,"23,249",
SE,28,05604,Porto da Folha,"28,366",
SE,28,05703,Propriá,"29,562",
SE,28,05802,Riachão do Dantas,"19,957",
SE,28,05901,Riachuelo,"9,949",
SE,28,06008,Ribeirópolis,"18,218",
SE,28,06107,Rosário do Catete,"10,191",
SE,28,06206,Salgado,"20,039",
SE,28,06305,Santa Luzia do Itanhy,"13,733",
SE,28,06503,Santa Rosa de Lima,"3,899",
SE,28,06404,Santana do São Francisco,"7,532",
SE,28,06602,Santo Amaro das Brotas,"11,963",
SE,28,06701,São Cristóvão,"85,814",
SE,28,06800,São Domingos,"10,887",
SE,28,06909,São Francisco,"3,777",
SE,28,07006,São Miguel do Aleixo,"3,881",
SE,28,07105,Simão Dias,"40,364",
SE,28,07204,Siriri,"8,588",
SE,28,07303,Telha,"3,144",
SE,28,07402,Tobias Barreto,"50,971",
SE,28,07501,Tomar do Geru,"13,196",
SE,28,07600,Umbaúba,"24,251",
BA,29,00108,Abaíra,"9,243",
BA,29,00207,Abaré,"19,290",
BA,29,00306,Acajutiba,"15,668",
BA,29,00355,Adustina,"17,044",
BA,29,00405,Água Fria,"16,959",
BA,29,00603,Aiquara,"4,790",
BA,29,00702,Alagoinhas,"153,560",
BA,29,00801,Alcobaça,"23,231",
BA,29,00900,Almadina,"6,234",
BA,29,01007,Amargosa,"37,557",
BA,29,01106,Amélia Rodrigues,"26,458",
BA,29,01155,América Dourada,"16,904",
BA,29,01205,Anagé,"20,388",
BA,29,01304,Andaraí,"13,716",
BA,29,01353,Andorinha,"14,862",
BA,29,01403,Angical,"14,742",
BA,29,01502,Anguera,"11,209",
BA,29,01601,Antas,"18,970",
BA,29,01700,Antônio Cardoso,"12,216",
BA,29,01809,Antônio Gonçalves,"12,083",
BA,29,01908,Aporá,"19,063",
BA,29,01957,Apuarema,"7,780",
BA,29,02054,Araças,"12,402",
BA,29,02005,Aracatu,"14,158",
BA,29,02104,Araci,"56,023",
BA,29,02203,Aramari,"11,237",
BA,29,02252,Arataca,"11,779",
BA,29,02302,Aratuípe,"9,104",
BA,29,02401,Aurelino Leal,"13,301",
BA,29,02500,Baianópolis,"14,126",
BA,29,02609,Baixa Grande,"21,186",
BA,29,02658,Banzaê,"12,560",
BA,29,02708,Barra,"53,786",
BA,29,02807,Barra da Estiva,"22,566",
BA,29,02906,Barra do Choça,"35,200",
BA,29,03003,Barra do Mendes,"14,540",
BA,29,03102,Barra do Rocha,"6,518",
BA,29,03201,Barreiras,"152,208",
BA,29,03235,Barro Alto,"15,230",
BA,29,03300,Barro Preto,"6,627",
BA,29,03276,Barrocas,"15,624",
BA,29,03409,Belmonte,"23,620",
BA,29,03508,Belo Campo,"18,459",
BA,29,03607,Biritinga,"15,769",
BA,29,03706,Boa Nova,"14,861",
BA,29,03805,Boa Vista do Tupim,"18,677",
BA,29,03904,Bom Jesus da Lapa,"68,922",
BA,29,03953,Bom Jesus da Serra,"10,597",
BA,29,04001,Boninal,"14,490",
BA,29,04050,Bonito,"16,730",
BA,29,04100,Boquira,"22,409",
BA,29,04209,Botuporã,"11,089",
BA,29,04308,Brejões,"15,265",
BA,29,04407,Brejolândia,"10,624",
BA,29,04506,Brotas de Macaúbas,"11,158",
BA,29,04605,Brumado,"69,022",
BA,29,04704,Buerarema,"19,297",
BA,29,04753,Buritirama,"21,418",
BA,29,04803,Caatiba,"10,486",
BA,29,04852,Cabaceiras do Paraguaçu,"18,850",
BA,29,04902,Cachoeira,"34,394",
BA,29,05008,Caculé,"23,392",
BA,29,05107,Caém,"10,282",
BA,29,05156,Caetanos,"15,913",
BA,29,05206,Caetité,"52,353",
BA,29,05305,Cafarnaum,"18,595",
BA,29,05404,Cairu,"17,457",
BA,29,05503,Caldeirão Grande,"13,555",
BA,29,05602,Camacan,"33,135",
BA,29,05701,Camaçari,"281,413",
BA,29,05800,Camamu,"36,321",
BA,29,05909,Campo Alegre de Lourdes,"29,877",
BA,29,06006,Campo Formoso,"71,900",
BA,29,06105,Canápolis,"10,137",
BA,29,06204,Canarana,"26,200",
BA,29,06303,Canavieiras,"33,415",
BA,29,06402,Candeal,"9,075",
BA,29,06501,Candeias,"88,308",
BA,29,06600,Candiba,"14,599",
BA,29,06709,Cândido Sales,"26,952",
BA,29,06808,Cansanção,"35,135",
BA,29,06824,Canudos,"17,070",
BA,29,06857,Capela do Alto Alegre,"12,123",
BA,29,06873,Capim Grosso,"29,107",
BA,29,06899,Caraíbas,"10,150",
BA,29,06907,Caravelas,"22,442",
BA,29,07004,Cardeal da Silva,"9,681",
BA,29,07103,Carinhanha,"29,864",
BA,29,07202,Casa Nova,"71,504",
BA,29,07301,Castro Alves,"27,194",
BA,29,07400,Catolândia,"3,644",
